description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
neurotransmitter secretion	GO:0007269	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	STXBP1
positive regulation of sprouting angiogenesis	GO:1903672	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	S100A1
positive regulation of protein dephosphorylation	GO:0035307	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	PPP1R7
embryonic pattern specification	GO:0009880	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	MEIS1
developmental growth	GO:0048589	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	HOXA11
anion transport	GO:0006820	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	SLC26A9
blastocyst hatching	GO:0001835	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	STMN3
peptidyl-serine phosphorylation	GO:0018105	4	345	171	18004	0.4153882860294304	0.5031837381127734	1.2207136197982882	0	CHEK2, LMTK2, ATM, TBK1
response to zinc ion	GO:0010043	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	SOD2
positive regulation of calcium ion transport	GO:0051928	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	ATP2B1
positive regulation of protein targeting to membrane	GO:0090314	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	MIEF1
negative regulation of interleukin-2 production	GO:0032703	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	HDAC7
negative regulation of blood pressure	GO:0045776	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	RNLS
blood vessel morphogenesis	GO:0048514	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	MEIS1
regulation of Rho protein signal transduction	GO:0035023	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	MYO9B
response to organonitrogen compound	GO:0010243	1	345	28	18004	0.418512288370734	0.5031837381127734	1.863768115942029	0	CCND1
protein processing	GO:0016485	2	345	75	18004	0.42267734903672516	0.5079114590904119	1.3916135265700482	0	CTSS, MMP14
dephosphorylation	GO:0016311	4	345	173	18004	0.42398145502749257	0.5091979919685911	1.2066013236156488	0	TNS3, PTEN, TAB1, DUSP8
endodermal cell differentiation	GO:0035987	1	345	29	18004	0.42967234958309813	0.5129257769243224	1.7995002498750625	0	MMP14
T cell homeostasis	GO:0043029	1	345	29	18004	0.42967234958309813	0.5129257769243224	1.7995002498750625	0	BCL2L11
translational elongation	GO:0006414	1	345	29	18004	0.42967234958309813	0.5129257769243224	1.7995002498750625	0	EEFSEC
protein export from nucleus	GO:0006611	1	345	29	18004	0.42967234958309813	0.5129257769243224	1.7995002498750625	0	ADAR
negative regulation of microtubule depolymerization	GO:0007026	1	345	29	18004	0.42967234958309813	0.5129257769243224	1.7995002498750625	0	GAS2L1
negative regulation of peptidyl-serine phosphorylation	GO:0033137	1	345	29	18004	0.42967234958309813	0.5129257769243224	1.7995002498750625	0	PTEN
negative regulation of intrinsic apoptotic signaling pathway	GO:2001243	1	345	29	18004	0.42967234958309813	0.5129257769243224	1.7995002498750625	0	MCL1
female gonad development	GO:0008585	1	345	29	18004	0.42967234958309813	0.5129257769243224	1.7995002498750625	0	ATM
organic anion transport	GO:0015711	1	345	29	18004	0.42967234958309813	0.5129257769243224	1.7995002498750625	0	SLC22A3
BMP signaling pathway	GO:0030509	2	345	76	18004	0.4292723005799239	0.5129257769243224	1.373302822273074	0	BMPR1B, GDF7
entrainment of circadian clock by photoperiod	GO:0043153	1	345	29	18004	0.42967234958309813	0.5129257769243224	1.7995002498750625	0	TP53
regulation of actin cytoskeleton organization	GO:0032956	2	345	77	18004	0.43582732730777685	0.5199887313229	1.355467720685112	0	RHOBTB2, RHOD
GPI anchor biosynthetic process	GO:0006506	1	345	30	18004	0.4406188330080426	0.5228453072853868	1.7395169082125606	0	DPM1
prostaglandin metabolic process	GO:0006693	1	345	30	18004	0.4406188330080426	0.5228453072853868	1.7395169082125606	0	HPGDS
positive regulation of viral genome replication	GO:0045070	1	345	30	18004	0.4406188330080426	0.5228453072853868	1.7395169082125606	0	ADAR
calcium-ion regulated exocytosis	GO:0017156	1	345	30	18004	0.4406188330080426	0.5228453072853868	1.7395169082125606	0	SYT12
endoderm development	GO:0007492	1	345	30	18004	0.4406188330080426	0.5228453072853868	1.7395169082125606	0	HNF1B
pancreas development	GO:0031016	1	345	30	18004	0.4406188330080426	0.5228453072853868	1.7395169082125606	0	HNF1B
positive regulation of mitotic nuclear division	GO:0045840	1	345	30	18004	0.4406188330080426	0.5228453072853868	1.7395169082125606	0	HOXA13
cochlea development	GO:0090102	1	345	30	18004	0.4406188330080426	0.5228453072853868	1.7395169082125606	0	GATA2
antigen processing and presentation of exogenous peptide antigen via MHC class II	GO:0019886	1	345	30	18004	0.4406188330080426	0.5228453072853868	1.7395169082125606	0	CTSS
cortical actin cytoskeleton organization	GO:0030866	1	345	30	18004	0.4406188330080426	0.5228453072853868	1.7395169082125606	0	RAB13
cellular oxidant detoxification	GO:0098869	2	345	78	18004	0.4423415358475829	0.5246040726936261	1.3380899293942772	0	ALB, SESN1
insulin secretion	GO:0030073	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	HNF1B
intraciliary transport	GO:0042073	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	ARL3
intrinsic apoptotic signaling pathway	GO:0097193	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	TP53
response to steroid hormone	GO:0048545	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	CCND1
cellular lipid metabolic process	GO:0044255	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	PM20D1
establishment of mitotic spindle orientation	GO:0000132	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	BCCIP
negative regulation of cell death	GO:0060548	2	345	79	18004	0.44881408144202833	0.5298207917726928	1.3211520821867548	0	MYC, FERMT2
activation of phospholipase C activity	GO:0007202	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	AVPR1B
regulation of translational initiation	GO:0006446	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	EIF4B
positive regulation of translation	GO:0045727	2	345	79	18004	0.44881408144202833	0.5298207917726928	1.3211520821867548	0	PASK, LARP4B
activation of innate immune response	GO:0002218	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	TBK1
regulation of mitochondrial membrane potential	GO:0051881	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	SOD2
brown fat cell differentiation	GO:0050873	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	EBF2
adult behavior	GO:0030534	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	PTEN
base-excision repair	GO:0006284	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	HMGA1
DNA replication-dependent chromatin assembly	GO:0006335	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	HAT1
viral protein processing	GO:0019082	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	ST6GALNAC4
phosphatidylinositol dephosphorylation	GO:0046856	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	PTEN
osteoclast differentiation	GO:0030316	1	345	31	18004	0.45135581435747973	0.5298207917726928	1.6834034595605423	0	FARP2
regulation of cell growth	GO:0001558	2	345	80	18004	0.4552441664764681	0.5338104984328909	1.3046376811594205	0	KAT7, XBP1
chloride transport	GO:0006821	2	345	80	18004	0.4552441664764681	0.5338104984328909	1.3046376811594205	0	ANO7, SLC26A9
positive regulation of phosphatidylinositol 3-kinase signaling	GO:0014068	2	345	81	18004	0.46163103905814085	0.5387038413820661	1.288531043120415	0	NKX3-1, SOX9
intra-Golgi vesicle-mediated transport	GO:0006891	1	345	32	18004	0.46188729178563204	0.5387038413820661	1.6307971014492753	0	COG1
positive regulation of vasoconstriction	GO:0045907	1	345	32	18004	0.46188729178563204	0.5387038413820661	1.6307971014492753	0	AVPR1B
neural tube closure	GO:0001843	2	345	81	18004	0.46163103905814085	0.5387038413820661	1.288531043120415	0	SPINT1, SPINT2
midbrain development	GO:0030901	1	345	32	18004	0.46188729178563204	0.5387038413820661	1.6307971014492753	0	GDF7
transcription elongation from RNA polymerase II promoter	GO:0006368	1	345	32	18004	0.46188729178563204	0.5387038413820661	1.6307971014492753	0	CDK9
homologous chromosome pairing at meiosis	GO:0007129	1	345	32	18004	0.46188729178563204	0.5387038413820661	1.6307971014492753	0	HORMAD1
aortic valve morphogenesis	GO:0003180	1	345	32	18004	0.46188729178563204	0.5387038413820661	1.6307971014492753	0	SOX9
positive regulation of axon extension	GO:0045773	1	345	32	18004	0.46188729178563204	0.5387038413820661	1.6307971014492753	0	ADNP
response to toxic substance	GO:0009636	2	345	81	18004	0.46163103905814085	0.5387038413820661	1.288531043120415	0	RAD51, ATF4
calcium ion transmembrane transport	GO:0070588	3	345	132	18004	0.4655041652303552	0.5426320600574049	1.186034255599473	0	SEC61A1, ANXA9, ATP2B1
ceramide biosynthetic process	GO:0046513	1	345	33	18004	0.4722171874206295	0.5472400030629081	1.581379007465964	0	CERS2
RNA catabolic process	GO:0006401	1	345	33	18004	0.4722171874206295	0.5472400030629081	1.581379007465964	0	DIS3L
leukocyte migration	GO:0050900	1	345	33	18004	0.4722171874206295	0.5472400030629081	1.581379007465964	0	ITGA6
cellular response to nerve growth factor stimulus	GO:1990090	1	345	33	18004	0.4722171874206295	0.5472400030629081	1.581379007465964	0	FOXO3
defense response to fungus	GO:0050832	1	345	33	18004	0.4722171874206295	0.5472400030629081	1.581379007465964	0	NLRP10
microtubule bundle formation	GO:0001578	1	345	33	18004	0.4722171874206295	0.5472400030629081	1.581379007465964	0	GAS2L1
neuromuscular junction development	GO:0007528	1	345	33	18004	0.4722171874206295	0.5472400030629081	1.581379007465964	0	PPFIBP2
RNA phosphodiester bond hydrolysis, exonucleolytic	GO:0090503	1	345	33	18004	0.4722171874206295	0.5472400030629081	1.581379007465964	0	DIS3L
positive regulation of mitotic cell cycle	GO:0045931	1	345	33	18004	0.4722171874206295	0.5472400030629081	1.581379007465964	0	NKX3-1
positive regulation of transforming growth factor beta receptor signaling pathway	GO:0030511	1	345	33	18004	0.4722171874206295	0.5472400030629081	1.581379007465964	0	CDKN1C
positive regulation of DNA binding	GO:0043388	1	345	33	18004	0.4722171874206295	0.5472400030629081	1.581379007465964	0	MYC
positive regulation of GTPase activity	GO:0043547	4	345	185	18004	0.47477276259119916	0.5499093973507199	1.1283352918135525	0	RAPGEF3, TBC1D30, ITGA6, FERMT2
cellular protein localization	GO:0034613	2	345	84	18004	0.4805255171340171	0.5557337187205869	1.2425120772946858	0	RRAGA, TP53
regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043122	1	345	34	18004	0.4823493487107157	0.5557337187205869	1.5348678601875534	0	LIME1
positive regulation of Rho protein signal transduction	GO:0035025	1	345	34	18004	0.4823493487107157	0.5557337187205869	1.5348678601875534	0	ADGRG1
cell fate specification	GO:0001708	1	345	34	18004	0.4823493487107157	0.5557337187205869	1.5348678601875534	0	SOX9
response to cocaine	GO:0042220	1	345	34	18004	0.4823493487107157	0.5557337187205869	1.5348678601875534	0	CHRNB2
spleen development	GO:0048536	1	345	34	18004	0.4823493487107157	0.5557337187205869	1.5348678601875534	0	BCL2L11
protein K48-linked deubiquitination	GO:0071108	1	345	34	18004	0.4823493487107157	0.5557337187205869	1.5348678601875534	0	USP20
positive regulation of reactive oxygen species metabolic process	GO:2000379	1	345	34	18004	0.4823493487107157	0.5557337187205869	1.5348678601875534	0	TP53
cellular response to vascular endothelial growth factor stimulus	GO:0035924	1	345	34	18004	0.4823493487107157	0.5557337187205869	1.5348678601875534	0	XBP1
response to radiation	GO:0009314	1	345	34	18004	0.4823493487107157	0.5557337187205869	1.5348678601875534	0	SOD2
microtubule cytoskeleton organization	GO:0000226	3	345	137	18004	0.489983707029965	0.5642315021290146	1.142748333862266	0	BCCIP, HAUS6, TUBA1C
mitotic G2 DNA damage checkpoint signaling	GO:0007095	1	345	35	18004	0.4922875498416752	0.5656897503712822	1.491014492753623	0	ATM
mRNA catabolic process	GO:0006402	1	345	35	18004	0.4922875498416752	0.5656897503712822	1.491014492753623	0	ZFP36L2
endothelial cell migration	GO:0043542	1	345	35	18004	0.4922875498416752	0.5656897503712822	1.491014492753623	0	PTEN
positive regulation of phosphorylation	GO:0042327	1	345	35	18004	0.4922875498416752	0.5656897503712822	1.491014492753623	0	ITGA6
regulation of protein localization	GO:0032880	2	345	86	18004	0.49289391305882513	0.5660882698163757	1.2136164475901585	0	WDPCP, NKX3-1
actin filament organization	GO:0007015	3	345	138	18004	0.4948142720873949	0.5676959113217298	1.1344675488342786	0	PACSIN1, RHOBTB2, RHOD
neuron projection development	GO:0031175	3	345	138	18004	0.4948142720873949	0.5676959113217298	1.1344675488342786	0	RAB13, STMN3, TOR1A
vesicle-mediated transport	GO:0016192	6	345	294	18004	0.49575641947235843	0.5684777869974836	1.0650103519668737	0	SYT12, VPS18, RAB29, VAMP8, VAMP5, STXBP1
positive regulation of cell growth	GO:0030307	2	345	87	18004	0.4990080986772941	0.571305335021091	1.1996668332500418	0	INO80, MMP14
memory	GO:0007613	2	345	87	18004	0.4990080986772941	0.571305335021091	1.1996668332500418	0	CHRNB2, ATAD1
protein localization	GO:0008104	2	345	87	18004	0.4990080986772941	0.571305335021091	1.1996668332500418	0	CD81, TP53
regulation of exocytosis	GO:0017157	1	345	36	18004	0.5020354932750174	0.5717699273278397	1.449597423510467	0	RAB13
negative regulation of protein-containing complex assembly	GO:0031333	1	345	36	18004	0.5020354932750174	0.5717699273278397	1.449597423510467	0	STXBP1
response to axon injury	GO:0048678	1	345	36	18004	0.5020354932750174	0.5717699273278397	1.449597423510467	0	SOD2
DNA biosynthetic process	GO:0071897	1	345	36	18004	0.5020354932750174	0.5717699273278397	1.449597423510467	0	TERT
regulation of heart contraction	GO:0008016	1	345	36	18004	0.5020354932750174	0.5717699273278397	1.449597423510467	0	S100A1
cellular amino acid metabolic process	GO:0006520	1	345	36	18004	0.5020354932750174	0.5717699273278397	1.449597423510467	0	PM20D1
protein localization to cilium	GO:0061512	1	345	36	18004	0.5020354932750174	0.5717699273278397	1.449597423510467	0	ARL3
glycolytic process	GO:0006096	1	345	36	18004	0.5020354932750174	0.5717699273278397	1.449597423510467	0	PFKM
positive regulation of epithelial cell migration	GO:0010634	1	345	36	18004	0.5020354932750174	0.5717699273278397	1.449597423510467	0	SOX9
mesoderm development	GO:0007498	1	345	36	18004	0.5020354932750174	0.5717699273278397	1.449597423510467	0	IRX3
regulation of GTPase activity	GO:0043087	2	345	88	18004	0.5050749695361667	0.5749313718989455	1.186034255599473	0	STMN3, RASA2
regulation of actin filament polymerization	GO:0030833	1	345	37	18004	0.5115968108772708	0.5784306088767899	1.410419114766941	0	BAIAP2L1
B cell activation	GO:0042113	1	345	37	18004	0.5115968108772708	0.5784306088767899	1.410419114766941	0	CHRNB2
semaphorin-plexin signaling pathway	GO:0071526	1	345	37	18004	0.5115968108772708	0.5784306088767899	1.410419114766941	0	FARP2
endocytosis	GO:0006897	5	345	246	18004	0.5101347008798658	0.5784306088767899	1.0606810415930248	0	USP20, RHOV, PACSIN1, RAB17, TMPRSS2
anatomical structure morphogenesis	GO:0009653	3	345	141	18004	0.5091676184078145	0.5784306088767899	1.1103299414122725	0	KRT18, HOXA13, HOXA11
biosynthetic process	GO:0009058	1	345	37	18004	0.5115968108772708	0.5784306088767899	1.410419114766941	0	FPGS
microtubule-based process	GO:0007017	1	345	37	18004	0.5115968108772708	0.5784306088767899	1.410419114766941	0	TUBA1C
positive regulation of double-strand break repair via homologous recombination	GO:1905168	1	345	37	18004	0.5115968108772708	0.5784306088767899	1.410419114766941	0	RUVBL1
negative regulation of epithelial to mesenchymal transition	GO:0010719	1	345	37	18004	0.5115968108772708	0.5784306088767899	1.410419114766941	0	PTEN
cellular response to organic substance	GO:0071310	1	345	37	18004	0.5115968108772708	0.5784306088767899	1.410419114766941	0	CCND1
negative regulation of cytokine production	GO:0001818	1	345	37	18004	0.5115968108772708	0.5784306088767899	1.410419114766941	0	ATP2B1
positive regulation of glucose import	GO:0046326	1	345	37	18004	0.5115968108772708	0.5784306088767899	1.410419114766941	0	TERT
tRNA methylation	GO:0030488	1	345	37	18004	0.5115968108772708	0.5784306088767899	1.410419114766941	0	THADA
potassium ion transport	GO:0006813	3	345	142	18004	0.513904651530851	0.5807388834138788	1.1025107164727495	0	CDKN1B, KCNAB3, KCNN3
negative regulation of protein catabolic process	GO:0042177	1	345	38	18004	0.5209750654758508	0.5866012482203565	1.373302822273074	0	MDM4
protein sumoylation	GO:0016925	1	345	38	18004	0.5209750654758508	0.5866012482203565	1.373302822273074	0	HDAC7
vasodilation	GO:0042311	1	345	38	18004	0.5209750654758508	0.5866012482203565	1.373302822273074	0	SOD2
neural tube development	GO:0021915	1	345	38	18004	0.5209750654758508	0.5866012482203565	1.373302822273074	0	GDF7
negative regulation of insulin receptor signaling pathway	GO:0046627	1	345	38	18004	0.5209750654758508	0.5866012482203565	1.373302822273074	0	TNS2
amino acid transmembrane transport	GO:0003333	1	345	38	18004	0.5209750654758508	0.5866012482203565	1.373302822273074	0	SLC6A18
interleukin-1-mediated signaling pathway	GO:0070498	1	345	38	18004	0.5209750654758508	0.5866012482203565	1.373302822273074	0	TOLLIP
regulation of lipid metabolic process	GO:0019216	1	345	39	18004	0.5301737520045132	0.5945033178004336	1.3380899293942772	0	CERS2
autophagy of mitochondrion	GO:0000422	1	345	39	18004	0.5301737520045132	0.5945033178004336	1.3380899293942772	0	CTSK
response to nicotine	GO:0035094	1	345	39	18004	0.5301737520045132	0.5945033178004336	1.3380899293942772	0	CHRNB2
vesicle fusion	GO:0006906	1	345	39	18004	0.5301737520045132	0.5945033178004336	1.3380899293942772	0	VAMP8
negative regulation of extrinsic apoptotic signaling pathway	GO:2001237	1	345	39	18004	0.5301737520045132	0.5945033178004336	1.3380899293942772	0	ITGA6
intracellular transport	GO:0046907	1	345	39	18004	0.5301737520045132	0.5945033178004336	1.3380899293942772	0	VPS18
cell-cell junction assembly	GO:0007043	1	345	39	18004	0.5301737520045132	0.5945033178004336	1.3380899293942772	0	HDAC7
binding of sperm to zona pellucida	GO:0007339	1	345	39	18004	0.5301737520045132	0.5945033178004336	1.3380899293942772	0	TCP1
calcium ion transport	GO:0006816	3	345	146	18004	0.5326061367606341	0.5969239384763324	1.0723049434187018	0	VDR, CHRNB2, ATP2B1
mitotic cell cycle	GO:0000278	3	345	147	18004	0.5372182022787297	0.6017837181150023	1.0650103519668737	0	JTB, ENSA, TUBA1C
RNA splicing	GO:0008380	6	345	307	18004	0.5379532430172884	0.6021439467530357	1.0199121937402635	0	MBNL1, WTAP, SF3B4, GEMIN4, PRPF3, USP39
positive regulation of interferon-beta production	GO:0032728	1	345	40	18004	0.5391962989494171	0.6021439467530357	1.3046376811594205	0	TBK1
cellular response to estradiol stimulus	GO:0071392	1	345	40	18004	0.5391962989494171	0.6021439467530357	1.3046376811594205	0	BCL2L11
negative regulation of NIK/NF-kappaB signaling	GO:1901223	1	345	40	18004	0.5391962989494171	0.6021439467530357	1.3046376811594205	0	HDAC7
synaptic vesicle endocytosis	GO:0048488	1	345	40	18004	0.5391962989494171	0.6021439467530357	1.3046376811594205	0	PACSIN1
positive regulation of protein import into nucleus	GO:0042307	1	345	40	18004	0.5391962989494171	0.6021439467530357	1.3046376811594205	0	XBP1
cellular response to interferon-gamma	GO:0071346	2	345	95	18004	0.5461857834019072	0.6093254187210023	1.0986422578184591	0	MYC, STXBP1
epithelial cell differentiation	GO:0030855	2	345	95	18004	0.5461857834019072	0.6093254187210023	1.0986422578184591	0	GDF7, TOLLIP
embryo implantation	GO:0007566	1	345	41	18004	0.5480460694269839	0.6101523621338703	1.2728172499116295	0	UBE2Q1
positive regulation of neuron death	GO:1901216	1	345	41	18004	0.5480460694269839	0.6101523621338703	1.2728172499116295	0	ATM
retina homeostasis	GO:0001895	1	345	41	18004	0.5480460694269839	0.6101523621338703	1.2728172499116295	0	ALB
endosome organization	GO:0007032	1	345	41	18004	0.5480460694269839	0.6101523621338703	1.2728172499116295	0	VPS18
rhythmic process	GO:0048511	3	345	150	18004	0.5508976667218944	0.6127015864969158	1.043710144927536	0	ATF4, TP53, KDM2A
regulation of translation	GO:0006417	3	345	150	18004	0.5508976667218944	0.6127015864969158	1.043710144927536	0	LARP4B, FOXO3, TNRC6B
chromosome segregation	GO:0007059	2	345	96	18004	0.5518611600895649	0.6131478299314015	1.0871980676328503	0	KNL1, INCENP
protein import into nucleus	GO:0006606	2	345	96	18004	0.5518611600895649	0.6131478299314015	1.0871980676328503	0	ADAR, TP53
establishment of protein localization	GO:0045184	1	345	42	18004	0.5567263625714493	0.6160427177921516	1.2425120772946858	0	WDPCP
response to ionizing radiation	GO:0010212	1	345	42	18004	0.5567263625714493	0.6160427177921516	1.2425120772946858	0	ATM
visual learning	GO:0008542	1	345	42	18004	0.5567263625714493	0.6160427177921516	1.2425120772946858	0	CHRNB2
regulation of neuron projection development	GO:0010975	1	345	42	18004	0.5567263625714493	0.6160427177921516	1.2425120772946858	0	PTEN
regulation of neurogenesis	GO:0050767	1	345	42	18004	0.5567263625714493	0.6160427177921516	1.2425120772946858	0	ASCL2
O-glycan processing	GO:0016266	1	345	42	18004	0.5567263625714493	0.6160427177921516	1.2425120772946858	0	ST6GALNAC4
iron ion homeostasis	GO:0055072	1	345	42	18004	0.5567263625714493	0.6160427177921516	1.2425120772946858	0	SOD2
sensory perception of sound	GO:0007605	3	345	151	18004	0.5554043377706139	0.6160427177921516	1.0367981572127845	0	CDKN1B, CHRNB2, COL2A1
lung development	GO:0030324	2	345	98	18004	0.5630614253250645	0.6227367995101246	1.0650103519668737	0	TAB1, MMP14
oogenesis	GO:0048477	1	345	43	18004	0.5652404147268333	0.6232504269561291	1.2136164475901585	0	HORMAD1
receptor internalization	GO:0031623	1	345	43	18004	0.5652404147268333	0.6232504269561291	1.2136164475901585	0	CD81
positive regulation of substrate adhesion-dependent cell spreading	GO:1900026	1	345	43	18004	0.5652404147268333	0.6232504269561291	1.2136164475901585	0	FERMT2
post-translational protein modification	GO:0043687	1	345	43	18004	0.5652404147268333	0.6232504269561291	1.2136164475901585	0	ASB6
DNA-templated transcription, initiation	GO:0006352	1	345	43	18004	0.5652404147268333	0.6232504269561291	1.2136164475901585	0	MYC
skeletal system morphogenesis	GO:0048705	1	345	43	18004	0.5652404147268333	0.6232504269561291	1.2136164475901585	0	COL2A1
positive regulation of interleukin-6 production	GO:0032755	2	345	99	18004	0.5685860012535274	0.6263060953201733	1.054252671643976	0	XBP1, NLRP10
cellular response to leukemia inhibitory factor	GO:1990830	2	345	99	18004	0.5685860012535274	0.6263060953201733	1.054252671643976	0	CTBP2, MAT2A
response to activity	GO:0014823	1	345	44	18004	0.5735914005948342	0.6299107979342061	1.186034255599473	0	SOD2
positive regulation of nitric oxide biosynthetic process	GO:0045429	1	345	44	18004	0.5735914005948342	0.6299107979342061	1.186034255599473	0	SOD2
positive regulation of insulin secretion	GO:0032024	1	345	44	18004	0.5735914005948342	0.6299107979342061	1.186034255599473	0	PFKM
extrinsic apoptotic signaling pathway	GO:0097191	1	345	44	18004	0.5735914005948342	0.6299107979342061	1.186034255599473	0	KRT18
cytoplasmic microtubule organization	GO:0031122	1	345	44	18004	0.5735914005948342	0.6299107979342061	1.186034255599473	0	STMN3
platelet aggregation	GO:0070527	1	345	44	18004	0.5735914005948342	0.6299107979342061	1.186034255599473	0	STXBP1
cholesterol homeostasis	GO:0042632	2	345	100	18004	0.5740600380474542	0.6301081746258166	1.0437101449275363	0	XBP1, SOAT2
negative regulation of viral genome replication	GO:0045071	1	345	45	18004	0.5817824343774924	0.6376218539584477	1.1596779388083738	0	MX1
phosphatidylinositol-mediated signaling	GO:0048015	1	345	45	18004	0.5817824343774924	0.6376218539584477	1.1596779388083738	0	PIK3C2B
protein catabolic process	GO:0030163	1	345	45	18004	0.5817824343774924	0.6376218539584477	1.1596779388083738	0	LRSAM1
antigen processing and presentation	GO:0019882	1	345	46	18004	0.5898165710109204	0.6444839385645379	1.1344675488342786	0	CTSS
bone mineralization	GO:0030282	1	345	46	18004	0.5898165710109204	0.6444839385645379	1.1344675488342786	0	ATF4
substantia nigra development	GO:0021762	1	345	46	18004	0.5898165710109204	0.6444839385645379	1.1344675488342786	0	S100A1
lysosome organization	GO:0007040	1	345	46	18004	0.5898165710109204	0.6444839385645379	1.1344675488342786	0	VPS18
epithelial to mesenchymal transition	GO:0001837	1	345	46	18004	0.5898165710109204	0.6444839385645379	1.1344675488342786	0	SOX9
regulation of cell differentiation	GO:0045595	1	345	46	18004	0.5898165710109204	0.6444839385645379	1.1344675488342786	0	SOX9
sodium ion transmembrane transport	GO:0035725	2	345	104	18004	0.5954491824489243	0.6503128026645488	1.0035674470457079	0	SLC41A1, SLC6A18
endosome to lysosome transport	GO:0008333	1	345	47	18004	0.5976968073032416	0.6521144255769734	1.1103299414122725	0	VPS18
negative regulation of cold-induced thermogenesis	GO:0120163	1	345	47	18004	0.5976968073032416	0.6521144255769734	1.1103299414122725	0	ATF4
defense response to virus	GO:0051607	4	345	217	18004	0.6002264726946966	0.6545469684735667	0.9619448340345956	0	ADAR, VAMP8, MX1, TBK1
cellular protein modification process	GO:0006464	2	345	105	18004	0.6006695008001873	0.6547027392529778	0.9940096618357488	0	TTLL12, GGCX
mRNA processing	GO:0006397	7	345	383	18004	0.6033660549669926	0.6573133695719334	0.9537821167745109	0	MBNL1, WTAP, ADAR, SF3B4, GEMIN4, PRPF3, USP39
response to retinoic acid	GO:0032526	1	345	48	18004	0.6054260828796627	0.6579144428303659	1.0871980676328503	0	HSD17B2
I-kappaB kinase/NF-kappaB signaling	GO:0007249	1	345	48	18004	0.6054260828796627	0.6579144428303659	1.0871980676328503	0	TBK1
regulation of G protein-coupled receptor signaling pathway	GO:0008277	1	345	48	18004	0.6054260828796627	0.6579144428303659	1.0871980676328503	0	USP20
regulation of synaptic vesicle exocytosis	GO:2000300	1	345	48	18004	0.6054260828796627	0.6579144428303659	1.0871980676328503	0	VPS18
positive regulation of cell division	GO:0051781	1	345	48	18004	0.6054260828796627	0.6579144428303659	1.0871980676328503	0	NKX3-1
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	GO:0007157	1	345	49	18004	0.6130072814374564	0.6628502135920141	1.0650103519668737	0	CD164
positive regulation of pathway-restricted SMAD protein phosphorylation	GO:0010862	1	345	49	18004	0.6130072814374564	0.6628502135920141	1.0650103519668737	0	GDF7
JNK cascade	GO:0007254	1	345	49	18004	0.6130072814374564	0.6628502135920141	1.0650103519668737	0	SH2D3C
sphingolipid biosynthetic process	GO:0030148	1	345	49	18004	0.6130072814374564	0.6628502135920141	1.0650103519668737	0	CERS2
positive regulation of phagocytosis	GO:0050766	1	345	49	18004	0.6130072814374564	0.6628502135920141	1.0650103519668737	0	GATA2
cerebellum development	GO:0021549	1	345	49	18004	0.6130072814374564	0.6628502135920141	1.0650103519668737	0	TP53
positive regulation of fibroblast proliferation	GO:0048146	1	345	49	18004	0.6130072814374564	0.6628502135920141	1.0650103519668737	0	MYC
positive regulation of epithelial to mesenchymal transition	GO:0010718	1	345	49	18004	0.6130072814374564	0.6628502135920141	1.0650103519668737	0	FERMT2
